id,full_name,email,password_hash,role,account_status,created_at,updated_at,profile_image_url,program_id,current_study_year,current_semester,must_change_password
201,Alma Harari,alma.harari201@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,Third,A,false
202,Ivaltal Fanta,ivaltalfa@ep.com,$2b$10$a.Xt/.vhlm8JVgpC/R7pw.jDgSTMHY2WLchL3hcXguM0mcr0w1muy,admin,active,"""2026-05-26T07:33:21.111Z""","""2026-06-01T10:05:59.128Z""",,,,,false
203,Or Farkash,orfark@eps.com,$2b$10$OYSuQfT1uM86XdmnVqvAHeiRON8lUmw26d7hEK04vN/TP8vrhGv22,admin,active,"""2026-05-26T07:34:21.230Z""","""2026-05-26T07:34:21.230Z""",,,,,false
204,Matan Bhadav,matanba@eps.com,$2b$10$mDFSlmNAaaE6lQlg5lXECeRayZb1hAlNar20gaSx2fyDBhFq.Pi6q,admin,active,"""2026-05-26T07:35:40.754Z""","""2026-05-26T07:35:40.754Z""",,,,,false
205,Dani Lalosh,danilal@ac.sce.ac.il,$2b$10$Ue.By.oC.BlDcnHO6UP4f.prOWbnXmEYlXe57oMn1kzFqxpL2uPeS,student,active,"""2026-06-07T14:34:24.647Z""","""2026-06-07T14:34:45.355Z""",,6,Third,A,false
206,Yonatan Mizrahi,student206@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,B,false
207,Amit Katz,student207@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,First,B,false
208,Carmel Ben-David,student208@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,First,A,false
209,Eden Sharon,student209@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,First,A,false
210,Noa Peretz,student210@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,Third,A,false
211,Ela Friedman,student211@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,Second,A,false
212,Itai Dahan,student212@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,B,false
213,Amit Peretz,student213@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
214,Yael Biton,student214@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Third,B,false
215,Lior Vaknin,student215@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,Third,B,false
216,Bar Biton,student216@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,B,false
217,Noam Malka,student217@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,First,A,false
218,Tal Biton,student218@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,A,false
219,Bar Levi,student219@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Second,A,false
220,Itai Levi,student220@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,B,false
221,Ela Katz,student221@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,First,B,false
222,Tomer Malka,student222@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,B,false
223,Ela Friedman,student223@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,A,false
224,Daniel Dahan,student224@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,First,A,false
225,Tal Katz,student225@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,B,false
226,Ela Bar-On,student226@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,A,false
227,Ido Biton,student227@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,First,B,false
228,Itai Katz,student228@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
229,Carmel Naveh,student229@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,First,B,false
230,Daniel Avraham,student230@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,B,false
231,Ido Avraham,student231@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,First,A,false
232,Noa Azoulay,student232@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,B,false
233,Tal Friedman,student233@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,Second,A,false
234,Itai Azoulay,student234@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
235,Eden Friedman,student235@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
236,Tamar Friedman,student236@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,B,false
237,Hila Bar-On,student237@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
238,Daniel Shapira,student238@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,B,false
239,Tomer Azoulay,student239@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Second,B,false
240,Lior Ben-David,student240@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
241,Adi Avraham,student241@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,Third,A,false
242,Noam Gabay,student242@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,First,A,false
243,Noa Biton,student243@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,A,false
244,Roni Naveh,student244@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,First,A,false
245,Tomer Shapira,student245@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,B,false
246,Noa Naveh,student246@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Second,B,false
247,Shir Sharon,student247@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Second,A,false
248,Hila Avraham,student248@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Second,B,false
249,Amit Friedman,student249@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Third,B,false
250,Ido Levi,student250@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,A,false
251,Noam Sharon,student251@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Third,B,false
252,Roni Aviv,student252@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
253,Lior Vaknin,student253@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Third,B,false
254,Hila Aviv,student254@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
255,Shani Peretz,student255@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,B,false
256,Shani Tzur,student256@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
257,Yonatan Shapira,student257@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Third,B,false
258,Lior Biton,student258@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,Third,A,false
259,Gal Mizrahi,student259@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,B,false
260,Roni Shapira,student260@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
261,Ron Katz,student261@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,Third,B,false
262,Hila Azoulay,student262@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Third,B,false
263,Itai Friedman,student263@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,B,false
264,Omer Ben-David,student264@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Second,B,false
265,Amit Vaknin,student265@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Third,B,false
266,Lior Azoulay,student266@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,Second,B,false
267,Shani Mizrahi,student267@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,First,B,false
268,Eden Levi,student268@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,B,false
269,Ela Sharon,student269@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
270,Mika Malka,student270@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,B,false
271,Hila Dahan,student271@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,First,B,false
272,Itai Levi,student272@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,First,B,false
273,Lior Bar-On,student273@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Third,B,false
274,Tomer Avraham,student274@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,B,false
275,Shir Peretz,student275@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
276,Lior Biton,student276@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,B,false
277,Eden Aviv,student277@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,A,false
278,Amit Cohen,student278@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Second,B,false
279,Yarden Dahan,student279@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,First,A,false
280,Ido Azoulay,student280@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
281,Shir Cohen,student281@eps.test,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,Second,B,false
